id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
714,1847,0,2.8,1,6,0,29,0.7,112,7,13,1236,1374,1017,16,7,11,1,1,0,moyenne_gamme
715,1363,1,2.1,1,9,1,46,0.5,120,4,19,1247,1338,2951,7,0,3,1,0,0,moyenne_gamme
717,1701,1,1.6,1,2,1,53,0.8,88,6,14,1281,1776,3340,14,11,19,1,1,0,moyenne_gamme
718,1754,1,0.5,1,13,0,38,0.9,83,6,20,141,808,2765,6,4,7,1,1,0,moyenne_gamme
721,897,0,2.4,1,7,1,38,0.8,110,2,9,1610,1612,519,6,5,7,1,1,0,moyenne_gamme
723,1343,0,0.5,1,6,1,23,0.4,97,5,17,643,817,2629,13,7,11,1,0,1,moyenne_gamme
724,761,1,2.6,0,5,1,52,0.8,141,3,18,883,985,2587,11,5,6,1,1,1,moyenne_gamme
727,1754,0,1.7,1,1,1,58,0.9,197,3,17,823,1035,1446,18,3,2,1,1,1,moyenne_gamme
736,1181,1,1.6,1,5,1,32,0.2,181,1,16,450,623,1435,11,10,13,1,1,0,moyenne_gamme
738,1341,0,1.4,0,8,1,38,1.0,170,5,10,601,937,1579,16,4,19,1,0,1,moyenne_gamme
740,1324,1,0.9,1,7,1,28,0.7,95,6,8,1243,1928,3269,12,3,19,1,1,1,moyenne_gamme
741,1803,1,2.6,0,7,1,9,0.9,112,2,12,156,1289,406,9,3,5,1,0,0,moyenne_gamme
745,1183,0,0.5,1,11,0,24,0.6,130,2,16,19,769,2637,16,1,6,1,1,1,moyenne_gamme
747,1159,0,2.1,0,2,1,27,0.7,137,1,15,1526,1805,3258,8,0,2,1,0,0,moyenne_gamme
751,1836,0,0.6,0,18,1,57,0.8,111,5,20,169,876,1039,5,3,8,1,1,1,moyenne_gamme
757,1427,0,0.6,0,8,1,40,0.8,121,8,12,249,1541,2338,10,8,4,1,0,0,moyenne_gamme
758,1541,0,1.6,0,1,1,7,0.5,143,8,14,287,1791,3137,9,0,11,1,1,0,moyenne_gamme
760,1567,0,3.0,0,13,0,23,0.6,178,3,18,995,1215,3600,16,11,9,1,1,1,moyenne_gamme
763,770,1,0.6,0,12,1,33,0.4,90,2,14,128,657,1686,18,2,18,1,0,1,moyenne_gamme
770,1620,1,2.0,1,7,1,11,0.5,191,4,11,495,1668,1732,13,2,13,1,0,1,moyenne_gamme
772,1324,0,1.7,1,9,0,46,0.1,107,2,19,59,553,1424,16,7,13,1,0,0,moyenne_gamme
775,1524,0,2.1,1,6,1,64,0.4,83,5,16,351,592,2905,6,1,2,1,1,1,moyenne_gamme
777,1555,0,0.5,1,8,1,2,0.9,90,2,11,57,516,3596,11,6,6,1,1,1,moyenne_gamme
781,1986,0,0.8,0,5,1,13,0.2,108,8,7,757,1962,1190,7,5,17,1,1,0,moyenne_gamme
783,1852,0,1.6,1,5,1,25,0.1,85,3,15,588,1353,3199,8,4,4,1,0,0,moyenne_gamme
784,1472,0,1.4,1,7,0,6,0.1,182,8,10,861,1131,1621,17,0,19,1,0,1,moyenne_gamme
785,1055,1,1.2,1,18,1,29,0.8,101,6,19,159,579,2364,13,3,3,1,1,1,moyenne_gamme
788,1452,1,0.9,1,6,1,36,0.5,82,5,12,667,1680,1005,12,4,15,1,0,1,moyenne_gamme
789,519,1,2.0,1,11,1,33,0.7,135,1,12,527,889,889,19,3,9,1,1,0,moyenne_gamme
790,1989,0,1.8,1,16,1,10,0.9,86,3,18,135,576,2158,14,8,4,1,0,0,moyenne_gamme
794,986,1,2.2,1,5,1,38,0.3,95,7,9,5,1359,343,15,13,12,1,1,0,moyenne_gamme
795,848,0,1.1,1,7,1,39,0.4,107,4,16,1768,1812,475,18,4,16,1,0,0,moyenne_gamme
800,1360,0,0.7,0,8,1,25,0.4,108,7,20,493,681,3934,16,4,5,1,0,0,moyenne_gamme
812,1825,1,2.3,0,9,1,27,0.8,163,8,11,48,1005,2502,15,11,2,1,0,1,moyenne_gamme
817,900,1,2.8,0,3,0,56,0.9,112,4,18,638,721,2281,8,2,14,1,1,1,moyenne_gamme
820,1992,1,1.3,1,8,1,43,1.0,153,5,15,0,883,2179,7,6,20,1,1,0,moyenne_gamme
822,1715,1,0.5,1,8,1,47,0.4,116,8,9,900,1219,3163,18,15,11,1,0,1,moyenne_gamme
823,1570,0,0.5,0,15,1,26,0.6,157,2,20,319,1406,426,8,0,11,1,0,0,moyenne_gamme
826,1177,0,2.4,1,7,1,38,0.7,162,6,16,1228,1975,1880,16,4,18,1,1,1,moyenne_gamme
828,1336,1,2.6,0,7,0,26,0.5,83,5,17,238,1402,325,8,2,9,1,0,0,moyenne_gamme
831,1730,0,1.3,1,2,1,48,0.4,198,2,13,1445,1934,2452,8,2,11,1,1,1,moyenne_gamme
832,1890,0,2.1,1,13,1,17,0.5,127,4,17,973,1546,2585,5,2,14,1,1,1,moyenne_gamme
835,608,0,1.3,1,15,1,2,0.4,139,3,16,98,643,3635,13,4,8,1,0,0,moyenne_gamme
837,1208,1,0.7,0,8,0,13,0.9,86,3,18,763,865,484,11,9,3,1,1,1,moyenne_gamme
843,732,0,1.3,1,12,1,48,0.5,141,4,16,663,1813,832,18,10,4,1,0,0,moyenne_gamme
844,1005,0,2.0,1,9,1,11,0.8,132,1,16,218,1123,939,11,4,8,1,1,1,moyenne_gamme
846,1427,0,2.8,1,10,1,11,0.5,155,1,14,169,1784,2417,9,3,8,1,1,0,moyenne_gamme
855,1976,0,2.5,1,4,0,33,0.7,196,3,15,1014,1131,2947,16,11,4,1,1,1,moyenne_gamme
858,1544,1,0.5,1,12,1,20,0.9,144,5,14,588,1414,1826,11,10,5,1,0,0,moyenne_gamme
860,582,1,2.3,1,6,1,51,0.9,156,4,14,1241,1367,2587,6,3,18,1,1,0,moyenne_gamme
863,733,1,0.5,1,9,1,63,0.1,153,4,10,715,993,3003,12,9,12,1,0,1,moyenne_gamme
864,820,1,0.5,1,10,1,15,0.3,149,8,12,165,532,702,6,0,19,1,1,0,moyenne_gamme
865,1455,0,2.2,1,8,1,19,0.3,174,4,10,91,628,2029,8,0,10,1,0,0,moyenne_gamme
867,1869,0,1.6,0,2,1,60,1.0,124,6,16,520,566,1521,14,8,18,1,1,0,moyenne_gamme
870,602,0,2.5,0,7,1,59,0.3,166,4,11,76,637,1914,11,2,10,1,1,0,moyenne_gamme
871,1060,0,2.5,1,6,1,31,0.6,162,1,11,582,1212,2819,10,4,16,1,1,1,moyenne_gamme
872,1445,1,1.4,0,11,1,8,0.7,164,4,14,772,1766,3120,7,3,15,1,0,0,moyenne_gamme
873,1005,1,1.6,1,6,0,32,0.6,199,7,13,883,1750,2119,14,9,5,1,1,1,moyenne_gamme
874,536,0,0.5,0,8,1,27,0.3,108,1,13,1573,1962,1676,14,7,20,1,0,1,moyenne_gamme
882,842,0,2.7,1,18,0,31,0.4,161,1,20,45,1634,496,14,1,14,1,1,0,moyenne_gamme
884,667,0,0.7,1,8,0,23,0.8,136,4,14,666,1372,3720,19,10,10,1,1,0,moyenne_gamme
886,1104,0,0.5,1,2,0,57,0.6,129,5,15,1591,1750,2254,14,7,16,1,1,0,moyenne_gamme
887,1276,1,3.0,0,5,1,33,0.6,136,4,13,15,1719,2395,11,1,10,1,1,0,moyenne_gamme
889,859,0,1.1,1,11,1,19,0.5,139,5,16,952,1713,2473,10,4,17,1,1,1,moyenne_gamme
890,1162,1,2.9,1,2,0,57,0.3,146,7,19,9,555,1316,10,2,3,1,0,1,moyenne_gamme
891,1876,0,2.4,0,11,0,22,0.7,168,2,18,157,1512,1403,15,11,13,1,0,0,moyenne_gamme
894,853,0,0.6,1,3,1,40,0.7,166,4,9,476,1382,2510,8,3,6,1,1,0,moyenne_gamme
895,1949,1,1.5,0,1,1,7,0.5,175,8,19,525,1419,1406,5,1,8,1,1,0,moyenne_gamme
897,1556,1,2.9,1,5,1,21,0.5,197,3,19,902,1451,1969,11,3,15,1,1,0,moyenne_gamme
900,1567,0,0.6,1,6,0,63,0.8,83,5,13,635,1112,1777,6,3,19,1,1,0,moyenne_gamme
905,1752,0,2.6,1,8,1,17,0.4,115,5,10,1165,1540,3323,19,11,16,1,1,1,moyenne_gamme
907,1081,1,1.2,0,7,0,51,0.2,194,2,11,39,1852,412,16,4,7,1,0,0,moyenne_gamme
909,1657,0,2.6,1,3,1,22,0.5,87,4,20,1019,1535,1852,15,5,12,1,1,0,moyenne_gamme
912,1652,1,1.5,1,1,0,57,0.1,175,6,17,555,714,489,12,2,2,1,1,1,moyenne_gamme
913,915,0,2.8,1,4,0,22,1.0,174,5,12,748,1840,572,7,1,10,1,1,1,moyenne_gamme
914,1272,1,0.5,0,1,1,50,0.7,129,8,18,377,1970,2969,15,2,10,1,0,1,moyenne_gamme
915,646,1,2.3,1,15,1,10,0.9,180,8,17,673,1135,3005,14,0,5,1,0,1,moyenne_gamme
919,534,1,1.9,1,1,1,60,0.2,159,1,18,1216,1847,3599,10,4,8,1,0,1,moyenne_gamme
921,675,1,2.8,0,11,0,44,0.1,169,5,20,135,1109,2980,15,12,6,1,1,1,moyenne_gamme
922,1182,1,1.4,1,5,1,21,0.5,107,2,17,625,1346,1765,13,5,6,1,1,0,moyenne_gamme
926,790,1,1.0,1,9,1,45,0.1,200,6,20,1068,1577,3184,17,5,13,1,0,1,moyenne_gamme
929,1545,1,1.7,0,1,1,59,0.7,183,3,20,148,721,1443,8,2,16,1,0,1,moyenne_gamme
937,1259,1,1.0,1,7,1,6,0.1,110,7,11,1611,1923,2897,16,14,19,1,0,0,moyenne_gamme
939,940,1,2.0,1,7,1,24,0.6,81,1,15,955,1845,2971,10,0,6,1,0,1,moyenne_gamme
941,986,0,1.4,1,6,1,29,0.2,122,7,10,1907,1911,2742,17,12,15,1,0,0,moyenne_gamme
945,761,1,0.5,0,4,1,5,0.8,181,1,17,562,829,3111,5,3,14,1,0,0,moyenne_gamme
948,1347,0,2.1,1,4,0,44,0.8,97,2,14,137,792,399,16,2,10,1,1,0,moyenne_gamme
949,1659,0,2.7,0,18,0,64,0.7,83,2,19,727,1979,1778,10,9,13,1,0,1,moyenne_gamme
950,1259,0,1.2,0,0,1,61,0.5,82,5,15,1001,1158,1415,10,1,2,1,1,0,moyenne_gamme
954,1053,0,2.5,1,12,1,3,0.6,86,4,19,910,1097,792,17,6,7,1,0,1,moyenne_gamme
955,1772,0,2.4,1,5,0,8,0.1,135,3,13,1337,1544,2297,8,6,4,1,0,1,moyenne_gamme
956,1891,1,1.3,1,10,1,23,0.4,158,2,17,518,1357,2610,9,5,10,1,0,0,moyenne_gamme
958,913,0,2.9,0,13,1,34,0.7,183,4,19,578,1726,2800,7,2,9,1,1,0,moyenne_gamme
962,623,1,0.5,1,5,1,29,0.9,134,3,10,273,1814,717,12,5,13,1,0,0,moyenne_gamme
965,1325,0,1.3,1,10,1,33,0.9,165,1,12,1653,1967,726,10,2,12,1,1,1,moyenne_gamme
966,1982,1,2.6,1,7,1,43,0.3,113,4,8,1409,1679,1791,9,2,8,1,1,0,moyenne_gamme
968,636,1,2.6,1,7,1,55,0.3,183,2,14,762,1596,3558,10,7,10,1,1,1,moyenne_gamme
969,1637,1,0.6,1,12,1,57,0.5,111,8,17,7,940,3329,11,9,6,1,1,0,moyenne_gamme
970,1036,0,0.9,0,16,0,9,0.2,119,3,18,70,502,299,11,8,16,1,1,0,moyenne_gamme
971,1247,1,2.1,0,10,1,63,0.1,116,4,12,170,1028,2999,9,3,20,1,1,0,moyenne_gamme
972,1207,0,1.1,1,9,1,56,0.1,141,6,11,93,560,2293,12,4,19,1,1,0,moyenne_gamme
975,1855,0,1.0,1,8,0,58,0.9,145,4,14,1080,1883,2834,14,2,3,1,1,0,moyenne_gamme
979,1489,0,0.5,1,7,0,60,0.8,197,7,10,7,719,677,5,2,11,1,0,1,moyenne_gamme
980,1980,0,0.5,1,7,0,15,0.4,141,6,12,499,1029,1710,11,2,11,1,1,0,moyenne_gamme
982,829,0,2.6,1,11,1,10,0.1,132,2,13,349,833,975,12,6,8,1,1,1,moyenne_gamme
984,1814,0,1.6,0,6,1,3,0.7,156,5,16,1196,1666,2489,9,3,12,1,1,0,moyenne_gamme
985,1711,1,0.5,1,1,1,12,1.0,97,1,18,855,1199,2461,9,4,9,1,1,0,moyenne_gamme
986,971,1,2.1,0,9,0,7,0.3,143,4,17,1074,1885,811,18,2,13,1,1,0,moyenne_gamme
988,905,0,1.9,1,11,1,12,0.7,173,7,12,410,1021,852,19,0,3,1,1,0,moyenne_gamme
992,1797,1,2.6,0,4,0,42,0.6,174,3,20,57,1169,3359,16,6,18,1,1,1,moyenne_gamme
994,567,1,2.7,1,14,1,56,0.4,165,8,17,555,1290,336,7,6,7,1,1,1,moyenne_gamme
996,1700,1,1.9,0,0,1,54,0.5,170,7,17,644,913,2121,14,8,15,1,1,0,moyenne_gamme
1000,1270,1,0.5,0,4,1,35,0.1,140,6,19,457,608,2828,9,2,3,1,0,1,moyenne_gamme
